Label,0
Kinh Doanh,"{'Chủ tịch TPBank và Tập đoàn DOJI Đỗ Minh Phú đề xuất loạt giải pháp như các bộ ngành thay đổi tư duy quản lý sang phục vụ, cơ chế thử nghiệm chính sách (Sandbox)...', 'Kiến nghị của ông Đỗ Minh Phú, Chủ tịch HĐQT TPBank, Chủ tịch Hội đồng sáng lập Tập đoàn DOJI đưa ra tại sự kiện ""Đối thoại 2045"", nơi Thủ tướng Nguyễn Xuân Phúc có cuộc gặp mặt các doanh nhân, trí thức tiêu biểu.Theo ông, để đạt mục tiêu mà Đại hội Đảng lần thứ XIII đã vạch ra đến năm 2045 Việt Nam trở thành nước phát triển, cần có sự đổi mới quyết liệt về thể chế, phát triển mạnh mẽ về khoa học công nghệ, năng suất chất lượng hiệu quả và sức cạnh tranh, và ""cần có sự trỗi dậy mạnh mẽ, kỳ diệu của kinh tế tư nhân"".', 'Những từ khoá để thúc đẩy kinh tế tư nhân'}"
Kinh Doanh,"{'Hoa Sen: Vụ cháy ở Bình Dương không ảnh hưởng đến sản xuất kinh doanh', 'Phản hồi về thông tin vụ cháy xảy ra lúc 10h18 sáng 6/3 tại khu vực dây chuyền tẩy rỉ tại nhà máy Tôn Hoa Sen Bình Dương, đại diện Tập đoàn Hoa Sen cho hay khi xảy ra vụ cháy, công ty đã triển khai lực lượng PCCC tại chỗ của công ty phối hợp với lực lượng cảnh sát PCCC KCN Sóng Thần II, lực lượng cảnh sát PCCC tỉnh Bình Dương để ngăn chặn cháy lan rộng.""Vụ cháy được khống chế hoàn toàn chỉ trong vòng hơn một giờ đồng hồ. Khoảng 11h45 cùng ngày vụ cháy đã được dập tắt hoàn toàn"", đại diện Hoa Sen nói.', 'Theo đại diện Tập đoàn Hoa Sen, vụ cháy mái nhà xảy ra ở nhà máy đang ngưng hoạt động, toàn bộ tài sản đã được mua bảo hiểm.'}"
Kinh Doanh,"{'Doanh nghiệp tư nhân muốn chung sức khắc phục nghẽn lệnh chứng khoán', 'Đề xuất được Chủ tịch Tập đoàn FPT, Trưởng ban nghiên cứu phát triển kinh tế tư nhân đưa ra tại Hội nghị Đối thoại Việt Nam 2045 tổ chức tại TP HCM, chiều 6/3. Hội nghị nhằm ghi nhận ý kiến từ các doanh nghiệp đứng đầu vì mục tiêu ""Việt Nam hùng cường"" vào năm 2045.""Khát vọng không phải trên giấy mà phải chuyển sang doanh nghiệp, sang từng người dân. Chính phủ hãy tin tưởng vào cộng đồng doanh nghiệp, là bà đỡ, tạo điều kiện thuận lợi cho doanh nghiệp phát triển"", ông Bình nói khi đề xuất Chính phủ, Thủ tướng cho phép các doanh nghiệp tư nhân xử lý vấn đề nghẽn hệ thống của Sở Giao dịch chứng khoán TP HCM (HoSE).', 'Ông Trương Gia Bình đề xuất Chính phủ cho phép các doanh nghiệp tư nhân tham gia xử lý vấn đề nghẽn hệ thống của HoSE.'}"
Kinh Doanh,"{'Elon Musk mất 27 tỷ USD sau một tuần', 'Năm ngoái, Elon Musk thiết lập kỷ lục một trong những chuỗi gia tăng tài sản nhanh nhất lịch sử. Tuy nhiên, mọi thứ cũng đang đảo lộn rất nhanh.Từ đầu tuần này (1/3), CEO Tesla đã mất 27 tỷ USD khi cổ phiếu nhà sản xuất xe điện Mỹ lao dốc trong đợt bán tháo cổ phiếu công nghệ. Vẫn là người giàu thứ hai thế giới, nhưng Musk chỉ còn sở hữu khối tài sản 159,9 tỷ USD, theo Bloomberg Billionaires Index. Hiện khối tài sản của Musk kém Jeff Bezos, người giàu nhất thế giới khoảng 20 tỷ USD.', 'Tài sản của Elon Musk một tuần qua đã bay hơi cùng chiều giảm của cổ phiếu Tesla và giá Bitcoin.'}"
Kinh Doanh,"{'Vài năm qua, các công ty ngành này đổ đến đây Ireland nhờ mức thuế thấp. Các hãng công nghệ lớn như Facebook, Alphabet mở trụ sở khu vực tại Dublin. Các hãng dược phẩm như Pfizer, Merck & Co cũng xây nhà máy sản xuất lớn ở đây.Lợi nhuận các ngành này bùng nổ đã tạo ra khoản thuế lớn, giúp chính phủ Ireland chi trả cho các chính sách hỗ trợ kinh tế đắt đỏ trong đại dịch. Khoảng một phần tư lực lượng lao động của Ireland vẫn đang không được đi làm.', 'Khi hầu hết nước giàu có chật vật vì đại dịch, Ireland vẫn ghi nhận GDP tăng 3,4% năm 2020 nhờ ngành công nghệ và dược phẩm.', 'Quốc gia tăng trưởng nhanh hơn Trung Quốc'}"
Kinh Doanh,"{'Đầu tháng 3, khi làm thủ tục gia hạn thẻ tín dụng, anh Nguyễn Ngọc Minh (nhân vật đã đổi tên) mới hay có khoản vay 35 triệu đồng tại Công ty tài chính Ngân hàng Việt Nam Thịnh Vượng (FE Credit) từ năm 2019. Khoản vay này chậm trả nên bị xếp vào diện nợ xấu, khiến anh không thể vay mới hay gia hạn cũng như không được mở thẻ tín dụng mới.Sau thông báo của ngân hàng, anh tự tra cứu trên trang web của FE Credit và phát hiện có hợp đồng vay đứng tên và chứng minh thư nhân dân (CMND) của mình, dù trước đó chưa từng liên hệ hay giao dịch với công ty tài chính này.', 'Mắc nợ công ty tài chính dù không vay tiền', 'Nhiều người bỗng dưng thành con nợ, dính nợ xấu do bị kẻ gian giả mạo CMND, lợi dụng hệ thống eKYC và quy trình duyệt vay online đơn giản.'}"
Kinh Doanh,"{'Doanh nghiệp đầu tiên muốn chuyển từ HoSE sang HNX', 'Ông Đỗ Ngọc Quỳnh – Tổng giám đốc Công ty Chứng khoán VNDIRECT cho biết đang trình Hội đồng quản trị phương án chuyển giao dịch sang HNX để bảo vệ cổ đông.', 'Trao đổi với VnExpress sáng 6/3, ông Quỳnh nhận định hiện tượng nghẽn lệnh do hệ thống của Sở Giao dịch chứng khoán TP HCM (HoSE) vượt quá công suất chưa có dấu hiệu kết thúc sớm nếu không nhanh chóng có giải pháp phù hợp. Tình trạng này khiến hoạt động của VNDIRECT, các công ty chứng khoán khác và nhà đầu tư gặp nhiều rủi ro tiềm ẩn khi không đẩy được lệnh giao dịch vào sàn, không thực hiện được các giao dịch quản trị rủi ro kịp thời khi thị trường biến động mạnh.Theo ông Quỳnh, trong các phương án cơ quan quản lý thị trường đang nghiên cứu, việc chuyển cổ phiếu từ HoSE ra HNX dễ thực hiện nhất trong lúc chờ giải pháp công nghệ để giải quyết triệt để nghẽn lệnh.'}"
Kinh Doanh,"{'Dragon Capital muốn bán ròng hơn 100 triệu cổ phiếu ACB', 'Ba quỹ liên quan tới ông Dominic Scriven đăng ký bán ròng hơn 100 triệu cổ phiếu ACB, dự kiến thu về hơn 3.000 tỷ đồng.', 'Giao dịch dự kiến thực hiện theo phương thức khớp lệnh hoặc thoả thuận dự kiến từ 10/3 đến 8/4.Trong đó, hai quỹ First Burns Investments Limited (FBIL) và Asia Reach Investments Limited (ARIL) đăng ký bán toàn bộ hơn 107,8 triệu cổ phiếu ACB đang nắm giữ. Quỹ FBIL muốn bán hơn 53,5 triệu cổ phiếu (tỷ lệ sở hữu 2,475%) còn quỹ ARIL đăng ký bán hơn 54,3 triệu cổ phiếu (2,514%).'}"
Kinh Doanh,"{'Đó là các doanh nghiệp: Abdul Aziz Abdul Gaffar Foodstuff Trading LLC; Green Light Foodstuff Trading LLC; Climax General Trading LLC; Loyalpur General Trading LLC; Choice Global FZC / Vital Fresh General Trading LLC; International Dragon Food Trading LLC (IDP).Theo thương vụ, Đại sứ quán Việt Nam tại UAE, năm ngoái, trong bối cảnh dịch Covid-19 liên tục tiếp nhận các vụ việc doanh nghiệp UAE chào bán, mua hàng, ký kết hợp đồng giao dịch thương mại nhưng có dấu hiệu lừa đảo.', 'Nhiều doanh nghiệp UAE có dấu hiệu lừa đảo doanh nghiệp Việt', 'Thương vụ Việt Nam tại UAE cảnh báo 6 doanh nghiệp UAE mà công ty Việt cần lưu ý khi giao dịch vì có dấu hiệu gian lận.'}"
Kinh Doanh,"{'Hơn 57.000 tài khoản chứng khoán mở trong tháng trước Tết', 'So với tháng trước, số lượng tài khoản mở mới của cá nhân giảm gần 30.000 vì các công ty chứng khoán nghỉ Tết một tuần. Số lượng nhà đầu tư tổ chức trong nước đăng ký tài khoản mới cũng giảm mạnh. Tính đến cuối tháng 2 có khoảng 11.500 tài khoản tổ chức và 2,88 triệu tài khoản cá nhân đang giao dịch.Tình hình của nhà đầu tư nước ngoài còn kém khả quan hơn. Các tổ chức đóng tài khoản nhiều hơn mở mới, trong khi nhà đầu tư cá nhân chỉ mở chưa đến 300 tài khoản. Nhóm này đang có tổng cộng khoảng 36.000 tài khoản tại thị trường Việt Nam.', 'Tháng 2/2021 có 57.000 nhà đầu tư cá nhân trong nước mới tham gia thị trường, gấp ba lần cùng kỳ năm ngoái.'}"
Kinh Doanh,"{'Mỗi ounce vàng quay về mốc 1.700 USD, trong khi các chỉ số chính tại Wall Street tăng gần 2%.', 'Giá vàng thế giới, chứng khoán Mỹ bật tăng', 'Chốt phiên 5/3, giá vàng giao ngay thế giới tăng nhẹ 3 USD lên 1.700 USD một ounce. Trong phiên, giá có thời điểm xuống đáy 9 tháng tại 1.686 USD. Nguyên nhân là số liệu việc làm Mỹ tốt hơn dự kiến, lợi suất trái phiếu Mỹ và giá đồng đôla tăng mạnh.Tuần này, vàng đã mất gần 2%. Đây cũng là tuần thứ 3 liên tiếp kim loại quý này đi xuống. ""Sự lạc quan vào nền kinh tế sẽ tiếp tục kéo lợi suất trái phiếu chính phủ lên cao, từ đó gây sức ép lên thị trường hàng hóa, trong đó có vàng"", David Meger - Giám đốc Giao dịch Kim loại quý tại High Ridge Futures cho biết.'}"
Kinh Doanh,"{'Ngay sau Tết, nhiều dự án bất động sản ven biển Phan Thiết nhanh chóng tái khởi động. Tại dự án NovaWorld Phan Thiet (xã Tiến Thành, TP Phan Thiết, tỉnh Bình Thuận), các nhà thầu tập trung nguồn nhân lực tiếp tục đẩy nhanh tiến độ các hạng mục triển khai trước đó. Lực lượng kỹ sư cùng hàng nghìn công nhân tiến hành thi công các sản phẩm nhà phố, biệt thự Florida; các căn shophouse mặt biển và các tiện ích xung quanh như khách sạn, quảng trường biển, cụm nhà hàng, hệ thống đường nội khu...Kỹ sư Đặng Văn Dũng - chỉ huy trưởng nhà thầu thi công khu biệt thự Florida thuộc dự án NovaWorld Phan Thiet cho biết đến nay, hầu hết các căn biệt thự đã xây dựng xong phần thô, hiện chỉ còn hoàn thiện sơn nước và cảnh quan mặt trước.', 'Các dự án bất động sản du lịch nghỉ dưỡng tại Phan Thiết đẩy nhanh tiến độ thi công, tạo niềm tin cho giới đầu tư về triển vọng thị trường.', 'Bất động sản nghỉ dưỡng ven biển Bình Thuận nhiều triển vọng'}"
Kinh Doanh,"{'Ông Vũ Tiến Lộc, Chủ tịch VCCI coi việc mời gọi đầu tư bài bản, cải cách hành chính và đổi mới của Quảng Ninh là yếu tố then chốt giúp tỉnh này bứt phát.', '""Các tập đoàn đến Quảng Ninh được tỉnh hỗ trợ về nhiều mặt. Lãnh đạo tỉnh đứng ra gặp gỡ, mời gọi đầu tư. Chính sự chân thành, thủ tục nhanh gọn đã trở thành động lực quan trọng để những doanh nghiệp lớn hội tụ về đây"", ông Vũ Tiến Lộc, Chủ tịch Phòng Thương mại và Công nghiệp Việt Nam (VCCI) chia sẻ trong Toạ đàm ""Làm tổ cho đại bàng nội"" vừa diễn ra tại Hạ Long, Quảng Ninh.Theo ông Vũ Tiến Lộc, Quảng Ninh có thể xem như một tấm gương về sự cải cách, khiến các nhà đầu tư rất hài lòng. Trong môi trường thể chế chung còn nhiều bất cập, các thủ tục hành chính của địa phương này lại rất nhanh. Nằm ở vị trí trọng yếu, lợi thế nhiều ngành kinh tế, Quảng Ninh đặt tinh thần mở cửa lên đầu. Cùng với đó, tỉnh sẵn sàng đưa ra những quyết định mang tính đột phá, tác động mạnh đến kinh tế.', ""'Quảng Ninh hút đầu tư nhờ mở cửa, cải cách'""}"
Kinh Doanh,"{'TP HCMThay vì mua nhà an cư, nhiều năm nay anh Nam dắt cả gia đình đi thuê căn hộ, biệt thự, còn vốn liếng dùng để buôn đất.', 'Thuê nhà ở trọ, dồn tiền mặt đầu tư đất', 'Khởi nghiệp ngành địa ốc được hơn 3 năm nay, anh Nam chỉ có trong tay dòng tiền vài tỷ đồng để xoay sở kinh doanh nên việc mua nhà phải hoãn lại. Bởi nếu dốc cạn hầu bao mua nhà có thể khiến anh không còn vốn liếng đầu tư.Anh Nam chấp nhận ở trọ, đưa cả gia đình năm nhân khẩu (vợ chồng và 3 con) thuê nhà nhiều nơi tại Sài Gòn. Năm 2018, anh Nam thuê căn hộ 3 phòng ngủ tại khu An Phú, quận 2 để gia đình sinh sống. Số vốn là tiền mặt anh dồn vào buôn đất tại khu Tây TP HCM và phân phối cho các nhà đầu tư thứ cấp. Nhờ bắt trúng mạch của thị trường, anh Nam có lãi gấp đôi.'}"
Kinh Doanh,"{'', 'Cổ phiếu dầu khí đi lên theo giá dầu, trở thành trợ lực cho thị trường. Tuy nhiên, VN-Index kết phiên chỉ gần tham chiếu khi tình trạng nghẽn xảy ra.', 'Cổ phiếu dầu khí ngược dòng'}"
Kinh Doanh,"{'Ông Quách Mạnh Hào: Không có phương án vừa lòng tất cả nhà đầu tư', 'Ông Quách Mạnh Hào từng giữ chức Thành viên Hội đồng quản trị kiêm Phó tổng giám đốc Công ty cổ phần Chứng khoán MB 8 năm và chứng kiến nhiều giai đoạn thị trường chứng khoán tăng trưởng nóng. Hiện ông là giảng viên ngành tài chính – ngân hàng tại Đại học Lincoln, Anh.- Theo ông sẽ có những hệ lụy gì từ tình trạng nghẽn lệnh tại hệ thống giao dịch của sàn chứng khoán TP HCM (HoSE)?', 'Theo TS Quách Mạnh Hào, cần sớm chọn phương án ít bất lợi nhất vì thay đổi chỉ là tạm thời ""nhưng phải làm nhanh"" để giải quyết việc nghẽn lệnh.'}"
Kinh Doanh,"{'Nhiều khách sạn ở Hong Kong đang được chuyển đổi thành chung cư để thỏa mãn nhu cầu nhà ở, do đại dịch khiến ngành du lịch chững lại.', 'Ế ẩm, khách sạn Hong Kong chuyển thành chung cư', 'Cả chính quyền Hong Kong và các hãng bất động sản đều đang tìm cách chuyển đổi mục đích sử dụng cho các khách sạn tại đây, trong bối cảnh thiếu cung căn hộ trầm trọng. Hãng bất động sản CK Asset Holdings của tài phiệt Victor Li đang dẫn đầu xu hướng này, với kế hoạch chuyển đổi cho 2 địa điểm.Cuối tháng trước, công ty này đã được chính quyền chấp thuận cải tổ một khách sạn tại Ma On Shan thành 758 căn hộ. Một khách sạn khác của họ ở khu Tân Giới cũng dự kiến cung cấp hơn 5.000 căn hộ sau khi được bật đèn xanh cuối năm ngoái.'}"
Kinh Doanh,"{'Khang Điền có tân CEO 8x', 'Công ty Đầu tư Kinh doanh nhà Khang Điền vừa bổ nhiệm ông Vương Văn Minh, sinh năm 1985 vào vị trí tổng giám đốc.', 'Sự thay đổi nhân sự chủ chốt này là do ngày 3/3, Công ty Đầu tư Kinh doanh nhà Khang Điền (KDH) thông qua đơn từ nhiệm vị trí Tổng giám đốc của ông Lê Quang Minh (sinh năm 1975) vì lý do cá nhân.Ông Vương Văn Minh, tân CEO Khang Điền là một trong hai Phó tổng giám đốc được HĐQT bổ nhiệm ngày 8/2, trước đó ông từng giữ vị trí trợ lý HĐQT. Ông Minh gia nhập KDH từ năm 2018, hoạt động trong lĩnh vực tài chính, đầu tư của công ty.'}"
Kinh Doanh,"{'10 quốc gia lao động muốn chuyển đến làm nhất thế giới', 'Canada được coi là điểm đến lý tưởng nhất của người lao động khi lựa chọn một quốc gia để chuyển đến làm việc.', 'Hãng tư vấn Boston Consulting Group và liên minh tuyển dụng toàn cầu The Network vừa công bố một khảo sát có tên ""Decoding Global Talent, Onsite and Virtual"", phản ánh các xu hướng trong lực lượng lao động toàn thế giới. Khảo sát được tiến hành với 209.000 người ở 190 quốc gia, từ tháng 10 đến tháng 12/2020, nhằm tìm hiểu xem liệu người được hỏi có muốn chuyển sang nước ngoài làm việc hay không và trong hoàn cảnh nào.Kết quả, Canada hiện được coi là điểm đến mong muốn nhất của những người lao động khi lựa chọn một quốc gia để đến làm việc. Trong khi đó, Mỹ tụt một hạng, từ thứ nhất năm ngoái xuống thứ hai, vì ""phản ứng trước đại dịch không nhất quán, áp dụng các chính sách dân tộc chủ nghĩa và bất ổn xã hội"".'}"
Kinh Doanh,"{'Những hãng công nghệ tăng trưởng nhanh nhất năm 2020', 'Doanh số của Zoom tăng 326%, DoorDash và Snowflake cũng bùng nổ một phần nhờ đại dịch.', 'Một số ít doanh nghiệp công nghệ và thương mại kỹ thuật số của Mỹ đã vượt qua năm đại dịch với tốc độ tăng trưởng cực lớn. Trong đó có những hãng tăng doanh thu gấp vài lần so với thời điểm trước Covid-19.Zoom'}"
Kinh Doanh,"{'Giá vàng SJC giảm mạnh', 'Tập đoàn Vàng bạc đá quý DOJI liên tiếp điều chỉnh giá ngay khi mở cửa ngày 5/3. Mỗi lượng mua vào và bán ra lúc 8h30 đều giảm 250.000 đồng so với hôm qua, lần lượt xuống 55,3 triệu đồng và 55,8 triệu đồng.Công ty Vàng bạc đá quý Sài Gòn (SJC) niêm yết giá mua 55,45 triệu đồng và bán ra 55,85 triệu đồng, mất 400.000 đồng một lượng. Các tiệm vàng nhỏ tại TP HCM còn hạ giá xuống thấp hơn, điển hinh như Mi Hồng ở quận Bình Thạnh mua 55,25 triệu đồng và bán 55,75 triệu đồng.', 'Thị trường thế giới tối qua giảm sâu khiến giá vàng trong nước sáng nay mất 250.000-400.000 đồng mỗi lượng, về dưới 56 triệu đồng.'}"
Kinh Doanh,"{'Thủ tướng đã phê duyệt chủ trương đầu tư khu công nghiệp Phố Nối A mở rộng, diện tích 92,5 ha.', 'Hoà Phát được mở rộng khu công nghiệp Phố Nối A', 'Phố Nối A là Khu công nghiệp lớn nhất tại tỉnh Hưng Yên, đã được cấp phép đầu tư diện tích 596,44 ha, nằm trên địa bàn huyện Văn Lâm, huyện Yên Mỹ và thị xã Mỹ Hào.Dự án mở rộng thêm này có diện tích 92,5 ha, thuộc xã Minh Hải, xã Lạc Hồng, huyện Văn Lâm và thị trấn Bần Yên Nhân, huyện Mỹ Hào, tỉnh Hưng Yên do Công ty quản lý khai thác Khu công nghiệp Phố Nối A, thuộc Tập đoàn Hoà Phát làm chủ đầu tư. Tổng vốn đầu tư mở rộng là 1.082 tỷ đồng, tiến độ thực hiện dự án không quá 36 tháng kể từ ngày được bàn giao đất.'}"
